('genus', 'blackburnia', 'species', 'blackburnia micans')
('genus', 'blackburnia', 'species', 'blackburnia micantipennis')
('genus', 'blackburnia', 'species', 'blackburnia microps')
('genus', 'blackburnia', 'species', 'blackburnia moerens')
('genus', 'blackburnia', 'species', 'blackburnia molokaiensis')
('genus', 'blackburnia', 'species', 'blackburnia munroi')
('genus', 'blackburnia', 'species', 'blackburnia muscicola')
('genus', 'blackburnia', 'species', 'blackburnia mutabilis')
('genus', 'blackburnia', 'species', 'blackburnia mystica')
('genus', 'blackburnia', 'species', 'blackburnia oceanica')
('genus', 'blackburnia', 'species', 'blackburnia octoocellata')
('genus', 'blackburnia', 'species', 'blackburnia opaca')
('genus', 'blackburnia', 'species', 'blackburnia optata')
('genus', 'blackburnia', 'species', 'blackburnia optima')
('genus', 'blackburnia', 'species', 'blackburnia palmae')
('genus', 'blackburnia', 'species', 'blackburnia paloloensis')
('genus', 'blackburnia', 'species', 'blackburnia paludicola')
('genus', 'blackburnia', 'species', 'blackburnia pauma')
('genus', 'blackburnia', 'species', 'blackburnia pavida')
('genus', 'blackburnia', 'species', 'blackburnia perkinsi')
('genus', 'blackburnia', 'species', 'blackburnia perpolita')
('genus', 'blackburnia', 'species', 'blackburnia pilikua')
('genus', 'blackburnia', 'species', 'blackburnia platynoides')
('genus', 'blackburnia', 'species', 'blackburnia platyophthalmica')
('genus', 'blackburnia', 'species', 'blackburnia polhemusi')
('genus', 'blackburnia', 'species', 'blackburnia polipoli')
('genus', 'blackburnia', 'species', 'blackburnia posticata')
('genus', 'blackburnia', 'species', 'blackburnia proterva')
('genus', 'blackburnia', 'species', 'blackburnia pukalaina')
('genus', 'blackburnia', 'species', 'blackburnia puncticeps')
('genus', 'blackburnia', 'species', 'blackburnia putealis')
('genus', 'blackburnia', 'species', 'blackburnia riparia')
('genus', 'blackburnia', 'species', 'blackburnia rupicola')
('genus', 'blackburnia', 'species', 'blackburnia sharpi')
('genus', 'blackburnia', 'species', 'blackburnia sphodriformis')
('genus', 'blackburnia', 'species', 'blackburnia sulcipennis')
('genus', 'blackburnia', 'species', 'blackburnia tantalus')
('genus', 'blackburnia', 'species', 'blackburnia terebrata')
('genus', 'blackburnia', 'species', 'blackburnia tibialis')
('genus', 'blackburnia', 'species', 'blackburnia transiens')
('genus', 'blackburnia', 'species', 'blackburnia tricolor')
('genus', 'blackburnia', 'species', 'blackburnia ulaula')
('genus', 'blackburnia', 'species', 'blackburnia vagans')
('genus', 'blackburnia', 'species', 'blackburnia viridis')
('genus', 'blackburnia', 'species', 'blackburnia waialeale')
('genus', 'blemus', 'species', 'blemus discus')
('genus', 'blethisa', 'species', 'blethisa catenaria')
('genus', 'blethisa', 'species', 'blethisa hudsonica')
('genus', 'blethisa', 'species', 'blethisa julii')
('genus', 'blethisa', 'species', 'blethisa multipunctata')
('genus', 'blethisa', 'species', 'blethisa oregonensis')
('genus', 'blethisa', 'species', 'blethisa quadricollis')
('genus', 'brachinus', 'species', 'brachinus aabaaba')
('genus', 'brachinus', 'species', 'brachinus adustipennis')
('genus', 'brachinus', 'species', 'brachinus aeger')
('genus', 'brachinus', 'species', 'brachinus alexiguus')
('genus', 'brachinus', 'species', 'brachinus alternans')
('genus', 'brachinus', 'species', 'brachinus americanus')
('genus', 'brachinus', 'species', 'brachinus arboreus')
('genus', 'brachinus', 'species', 'brachinus azureipennis')
('genus', 'brachinus', 'species', 'brachinus bilineatus')
('genus', 'brachinus', 'species', 'brachinus brunneus')
('genus', 'brachinus', 'species', 'brachinus capnicus')
('genus', 'brachinus', 'species', 'brachinus chalchihuitlicue')
('genus', 'brachinus', 'species', 'brachinus chirriador')
('genus', 'brachinus', 'species', 'brachinus cibolensis')
('genus', 'brachinus', 'species', 'brachinus cinctipennis')
('genus', 'brachinus', 'species', 'brachinus conformis')
('genus', 'brachinus', 'species', 'brachinus consanguineus')
('genus', 'brachinus', 'species', 'brachinus cordicollis')
('genus', 'brachinus', 'species', 'brachinus costipennis')
('genus', 'brachinus', 'species', 'brachinus cyanipennis')
('genus', 'brachinus', 'species', 'brachinus cyanochroaticus')
('genus', 'brachinus', 'species', 'brachinus elongatulus')
('genus', 'brachinus', 'species', 'brachinus explosus')
('genus', 'brachinus', 'species', 'brachinus favicollis')
('genus', 'brachinus', 'species', 'brachinus fulminatus')
('genus', 'brachinus', 'species', 'brachinus fumans')
('genus', 'brachinus', 'species', 'brachinus galactoderus')
('genus', 'brachinus', 'species', 'brachinus gebhardis')
('genus', 'brachinus', 'species', 'brachinus geniculatus')
('genus', 'brachinus', 'species', 'brachinus grandis')
('genus', 'brachinus', 'species', 'brachinus hirsutus')
('genus', 'brachinus', 'species', 'brachinus ichabodopsis')
('genus', 'brachinus', 'species', 'brachinus imperialensis')
('genus', 'brachinus', 'species', 'brachinus imporcitis')
('genus', 'brachinus', 'species', 'brachinus janthinipennis')
('genus', 'brachinus', 'species', 'brachinus javalinopsis')
('genus', 'brachinus', 'species', 'brachinus kansanus')
('genus', 'brachinus', 'species', 'brachinus kavanaughi')
('genus', 'brachinus', 'species', 'brachinus lateralis')
('genus', 'brachinus', 'species', 'brachinus medius')
('genus', 'brachinus', 'species', 'brachinus melanarthrus')
('genus', 'brachinus', 'species', 'brachinus mexicanus')
('genus', 'brachinus', 'species', 'brachinus microamericanus')
('genus', 'brachinus', 'species', 'brachinus mobilis')
('genus', 'brachinus', 'species', 'brachinus neglectus')
('genus', 'brachinus', 'species', 'brachinus oaxacensis')
('genus', 'brachinus', 'species', 'brachinus ovipennis')
('genus', 'brachinus', 'species', 'brachinus oxygonus')
('genus', 'brachinus', 'species', 'brachinus pallidus')
('genus', 'brachinus', 'species', 'brachinus patruelis')
('genus', 'brachinus', 'species', 'brachinus perplexus')
('genus', 'brachinus', 'species', 'brachinus phaeocerus')
('genus', 'brachinus', 'species', 'brachinus puberulus')
('genus', 'brachinus', 'species', 'brachinus quadripennis')
('genus', 'brachinus', 'species', 'brachinus rugipennis')
('genus', 'brachinus', 'species', 'brachinus sallei')
('genus', 'brachinus', 'species', 'brachinus sublaevis')
('genus', 'brachinus', 'species', 'brachinus tenuicollis')
('genus', 'brachinus', 'species', 'brachinus texanus')
('genus', 'brachinus', 'species', 'brachinus velutinus')
('genus', 'brachinus', 'species', 'brachinus viridipennis')
('genus', 'brachinus', 'species', 'brachinus vulcanoides')
('genus', 'bradycellus', 'species', 'bradycellus ardelio')
('genus', 'bradycellus', 'species', 'bradycellus aridus')
('genus', 'bradycellus', 'species', 'bradycellus atrimedeus')
('genus', 'bradycellus', 'species', 'bradycellus badipennis')
('genus', 'bradycellus', 'species', 'bradycellus californicus')
('genus', 'bradycellus', 'species', 'bradycellus carolinensis')
('genus', 'bradycellus', 'species', 'bradycellus conformis')
('genus', 'bradycellus', 'species', 'bradycellus congener')
('genus', 'bradycellus', 'species', 'bradycellus curticollis')
('genus', 'bradycellus', 'species', 'bradycellus decorus')
('genus', 'bradycellus', 'species', 'bradycellus discipulus')
('genus', 'bradycellus', 'species', 'bradycellus exstans')
('genus', 'bradycellus', 'species', 'bradycellus fenderi')
('genus', 'bradycellus', 'species', 'bradycellus festinans')
('genus', 'bradycellus', 'species', 'bradycellus georgei')
('genus', 'bradycellus', 'species', 'bradycellus harpalinus')
('genus', 'bradycellus', 'species', 'bradycellus humboldtianus')
('genus', 'bradycellus', 'species', 'bradycellus insulsus')
('genus', 'bradycellus', 'species', 'bradycellus intermedius')
('genus', 'bradycellus', 'species', 'bradycellus kirbyi')
('genus', 'bradycellus', 'species', 'bradycellus larvatus')
('genus', 'bradycellus', 'species', 'bradycellus laticollis')
('genus', 'bradycellus', 'species', 'bradycellus lecontei')
('genus', 'bradycellus', 'species', 'bradycellus lineatus')
('genus', 'bradycellus', 'species', 'bradycellus lugubris')
('genus', 'bradycellus', 'species', 'bradycellus lustrellus')
('genus', 'bradycellus', 'species', 'bradycellus montanus')
('genus', 'bradycellus', 'species', 'bradycellus nebulosus')
('genus', 'bradycellus', 'species', 'bradycellus neglectus')
('genus', 'bradycellus', 'species', 'bradycellus nigerrimus')
('genus', 'bradycellus', 'species', 'bradycellus nigriceps')
('genus', 'bradycellus', 'species', 'bradycellus nigrinus')
('genus', 'bradycellus', 'species', 'bradycellus nitidus')
('genus', 'bradycellus', 'species', 'bradycellus nubifer')
('genus', 'bradycellus', 'species', 'bradycellus obtusus')
('genus', 'bradycellus', 'species', 'bradycellus picipes')
('genus', 'bradycellus', 'species', 'bradycellus politus')
('genus', 'bradycellus', 'species', 'bradycellus provoensis')
('genus', 'bradycellus', 'species', 'bradycellus puncticollis')
('genus', 'bradycellus', 'species', 'bradycellus purgatus')
('genus', 'bradycellus', 'species', 'bradycellus rivalis')
('genus', 'bradycellus', 'species', 'bradycellus rupestris')
('genus', 'bradycellus', 'species', 'bradycellus sejunctus')
('genus', 'bradycellus', 'species', 'bradycellus semipubescens')
('genus', 'bradycellus', 'species', 'bradycellus suavis')
('genus', 'bradycellus', 'species', 'bradycellus subcordatus')
('genus', 'bradycellus', 'species', 'bradycellus supplex')
('genus', 'bradycellus', 'species', 'bradycellus symetricus')
('genus', 'bradycellus', 'species', 'bradycellus tahoensis')
('genus', 'bradycellus', 'species', 'bradycellus tantillus')
('genus', 'bradycellus', 'species', 'bradycellus velatus')
('genus', 'bradycellus', 'species', 'bradycellus veronianus')
('genus', 'brasiella', 'species', 'brasiella viridicollis')
('genus', 'brasiella', 'species', 'brasiella wickhami')
('genus', 'broscodera', 'species', 'broscodera insignis')
('genus', 'broscus', 'species', 'broscus cephalotes')
('genus', 'caelostomus', 'species', 'caelostomus punctifrons')
('genus', 'calathus', 'species', 'calathus advena')
('genus', 'calathus', 'species', 'calathus ambigens')
('genus', 'calathus', 'species', 'calathus aztec')
('genus', 'calathus', 'species', 'calathus bolivari')
('genus', 'calathus', 'species', 'calathus calceus')
('genus', 'calathus', 'species', 'calathus clauseni')
('genus', 'calathus', 'species', 'calathus durango')
('genus', 'calathus', 'species', 'calathus erwini')
('genus', 'calathus', 'species', 'calathus fuscipes')
('genus', 'calathus', 'species', 'calathus gregarius')
('genus', 'calathus', 'species', 'calathus ingratus')
('genus', 'calathus', 'species', 'calathus leechi')
('genus', 'calathus', 'species', 'calathus marmoreus')
('genus', 'calathus', 'species', 'calathus melanocephalus')
('genus', 'calathus', 'species', 'calathus mexicanus')
('genus', 'calathus', 'species', 'calathus opaculus')
('genus', 'calathus', 'species', 'calathus ovipennis')
('genus', 'calathus', 'species', 'calathus peropacus')
('genus', 'calathus', 'species', 'calathus potosi')
('genus', 'calathus', 'species', 'calathus rotgeri')
('genus', 'calathus', 'species', 'calathus ruficollis')
('genus', 'calathus', 'species', 'calathus whiteheadi')
('genus', 'calleida', 'species', 'calleida circumcincta')
('genus', 'calleida', 'species', 'calleida decora')
('genus', 'calleida', 'species', 'calleida fimbriata')
('genus', 'calleida', 'species', 'calleida fulgida')
('genus', 'calleida', 'species', 'calleida obrieni')
('genus', 'calleida', 'species', 'calleida planulata')
('genus', 'calleida', 'species', 'calleida platynoides')
('genus', 'calleida', 'species', 'calleida punctata')
('genus', 'calleida', 'species', 'calleida punctulata')
('genus', 'calleida', 'species', 'calleida purpurea')
('genus', 'calleida', 'species', 'calleida rubricollis')
('genus', 'calleida', 'species', 'calleida viridipennis')
('genus', 'calopachys', 'species', 'calopachys blaptoides')
('genus', 'calosoma', 'species', 'calosoma affine')
('genus', 'calosoma', 'species', 'calosoma alternans')
('genus', 'calosoma', 'species', 'calosoma angulatum')
('genus', 'calosoma', 'species', 'calosoma aurocinctum')
('genus', 'calosoma', 'species', 'calosoma blaptoides')
('genus', 'calosoma', 'species', 'calosoma calidum')
('genus', 'calosoma', 'species', 'calosoma cancellatum')
('genus', 'calosoma', 'species', 'calosoma dawsoni')
('genus', 'calosoma', 'species', 'calosoma dietzii')
('genus', 'calosoma', 'species', 'calosoma discors')
('genus', 'calosoma', 'species', 'calosoma eremicola')
('genus', 'calosoma', 'species', 'calosoma externum')
('genus', 'calosoma', 'species', 'calosoma frigidum')
('genus', 'calosoma', 'species', 'calosoma haydeni')
('genus', 'calosoma', 'species', 'calosoma lariversi')
('genus', 'calosoma', 'species', 'calosoma latipenne')
('genus', 'calosoma', 'species', 'calosoma lepidum')
('genus', 'calosoma', 'species', 'calosoma luxatum')
('genus', 'calosoma', 'species', 'calosoma macrum')
('genus', 'calosoma', 'species', 'calosoma marginale')
('genus', 'calosoma', 'species', 'calosoma moniliatum')
('genus', 'calosoma', 'species', 'calosoma monticola')
('genus', 'calosoma', 'species', 'calosoma morrisonii')
('genus', 'calosoma', 'species', 'calosoma obsoletum')
('genus', 'calosoma', 'species', 'calosoma oregonum')
('genus', 'calosoma', 'species', 'calosoma palmeri')
('genus', 'calosoma', 'species', 'calosoma parvicolle')
('genus', 'calosoma', 'species', 'calosoma peregrinator')
('genus', 'calosoma', 'species', 'calosoma placerum')
('genus', 'calosoma', 'species', 'calosoma prominens')
('genus', 'calosoma', 'species', 'calosoma protractum')
('genus', 'calosoma', 'species', 'calosoma sayi')
('genus', 'calosoma', 'species', 'calosoma schaefferi')
('genus', 'calosoma', 'species', 'calosoma scrutator')
('genus', 'calosoma', 'species', 'calosoma semilaeve')
('genus', 'calosoma', 'species', 'calosoma simplex')
('genus', 'calosoma', 'species', 'calosoma splendidum')
('genus', 'calosoma', 'species', 'calosoma sponsa')
('genus', 'calosoma', 'species', 'calosoma sponsum')
('genus', 'calosoma', 'species', 'calosoma subaeneum')
('genus', 'calosoma', 'species', 'calosoma subasperatum')
('genus', 'calosoma', 'species', 'calosoma sycophanta')
('genus', 'calosoma', 'species', 'calosoma tepidum')
('genus', 'calosoma', 'species', 'calosoma wilcoxi')
('genus', 'calosoma', 'species', 'calosoma wilkesii')
('genus', 'calybe', 'species', 'calybe laetula')
('genus', 'calybe', 'species', 'calybe sallei')
('genus', 'carabus', 'species', 'carabus auratus')
('genus', 'carabus', 'species', 'carabus basilicus')
('genus', 'carabus', 'species', 'carabus blaptoides')
('genus', 'carabus', 'species', 'carabus cancellatus')
('genus', 'carabus', 'species', 'carabus chamissonis')
('genus', 'carabus', 'species', 'carabus finitimus')
('genus', 'carabus', 'species', 'carabus forreri')
('genus', 'carabus', 'species', 'carabus goryi')
('genus', 'carabus', 'species', 'carabus granulatus')
('genus', 'carabus', 'species', 'carabus maeander')
('genus', 'carabus', 'species', 'carabus nemoralis')
('genus', 'carabus', 'species', 'carabus serratus')
('genus', 'carabus', 'species', 'carabus sylvosus')
('genus', 'carabus', 'species', 'carabus taedatus')
('genus', 'carabus', 'species', 'carabus truncaticollis')
('genus', 'carabus', 'species', 'carabus vietinghoffii')
('genus', 'carabus', 'species', 'carabus vinctus')
('genus', 'chlaenius', 'species', 'chlaenius aestivus')
('genus', 'chlaenius', 'species', 'chlaenius alternatus')
('genus', 'chlaenius', 'species', 'chlaenius amoenus')
('genus', 'chlaenius', 'species', 'chlaenius augustus')
('genus', 'chlaenius', 'species', 'chlaenius azurescens')
('genus', 'chlaenius', 'species', 'chlaenius brevilabris')
('genus', 'chlaenius', 'species', 'chlaenius caeruleicollis')
('genus', 'chlaenius', 'species', 'chlaenius caurinus')
('genus', 'chlaenius', 'species', 'chlaenius chaudoiri')
('genus', 'chlaenius', 'species', 'chlaenius circumcinctus')
('genus', 'chlaenius', 'species', 'chlaenius cordicollis')
('genus', 'chlaenius', 'species', 'chlaenius cumatilis')
('genus', 'chlaenius', 'species', 'chlaenius cursor')
('genus', 'chlaenius', 'species', 'chlaenius emarginatus')
('genus', 'chlaenius', 'species', 'chlaenius erythropus')
('genus', 'chlaenius', 'species', 'chlaenius flaccidus')
('genus', 'chlaenius', 'species', 'chlaenius floridanus')
('genus', 'chlaenius', 'species', 'chlaenius fuscicornis')
('genus', 'chlaenius', 'species', 'chlaenius glaucus')
('genus', 'chlaenius', 'species', 'chlaenius harpalinus')
('genus', 'chlaenius', 'species', 'chlaenius impunctifrons')
('genus', 'chlaenius', 'species', 'chlaenius interruptus')
('genus', 'chlaenius', 'species', 'chlaenius laticollis')
('genus', 'chlaenius', 'species', 'chlaenius leucoscelis')
('genus', 'chlaenius', 'species', 'chlaenius lithophilus')
('genus', 'chlaenius', 'species', 'chlaenius maxillosus')
('genus', 'chlaenius', 'species', 'chlaenius nebraskensis')
('genus', 'chlaenius', 'species', 'chlaenius nemoralis')
('genus', 'chlaenius', 'species', 'chlaenius niger')
('genus', 'chlaenius', 'species', 'chlaenius obsoletus')
('genus', 'chlaenius', 'species', 'chlaenius orbus')
('genus', 'chlaenius', 'species', 'chlaenius oxygonus')
('genus', 'chlaenius', 'species', 'chlaenius patruelis')
('genus', 'chlaenius', 'species', 'chlaenius pennsylvanicus')
('genus', 'chlaenius', 'species', 'chlaenius pertinax')
('genus', 'chlaenius', 'species', 'chlaenius pimalicus')
('genus', 'chlaenius', 'species', 'chlaenius platyderus')
('genus', 'chlaenius', 'species', 'chlaenius prasinus')
('genus', 'chlaenius', 'species', 'chlaenius purpureus')
('genus', 'chlaenius', 'species', 'chlaenius purpuricollis')
('genus', 'chlaenius', 'species', 'chlaenius pusillus')
('genus', 'chlaenius', 'species', 'chlaenius ruficauda')
('genus', 'chlaenius', 'species', 'chlaenius sericeus')
('genus', 'chlaenius', 'species', 'chlaenius simillimus')
('genus', 'chlaenius', 'species', 'chlaenius solitarius')
('genus', 'chlaenius', 'species', 'chlaenius sparsus')
('genus', 'chlaenius', 'species', 'chlaenius texanus')
('genus', 'chlaenius', 'species', 'chlaenius tomentosus')
('genus', 'chlaenius', 'species', 'chlaenius tricolor')
('genus', 'chlaenius', 'species', 'chlaenius vafer')
('genus', 'chlaenius', 'species', 'chlaenius variabilipes')
('genus', 'chlaenius', 'species', 'chlaenius viduus')
('genus', 'cicindela', 'species', 'cicindela abdominalis')
('genus', 'cicindela', 'species', 'cicindela albissima')
('genus', 'cicindela', 'species', 'cicindela amargosae')
('genus', 'cicindela', 'species', 'cicindela ancocisconensis')
('genus', 'cicindela', 'species', 'cicindela arenicola')
('genus', 'cicindela', 'species', 'cicindela arida')
('genus', 'cicindela', 'species', 'cicindela bellissima')
('genus', 'cicindela', 'species', 'cicindela cazieri')
('genus', 'cicindela', 'species', 'cicindela columbica')
('genus', 'cicindela', 'species', 'cicindela decemnotata')
('genus', 'cicindela', 'species', 'cicindela denikei')
('genus', 'cicindela', 'species', 'cicindela denverensis')
('genus', 'cicindela', 'species', 'cicindela depressula')
('genus', 'cicindela', 'species', 'cicindela duodecimguttata')
('genus', 'cicindela', 'species', 'cicindela fera')
('genus', 'cicindela', 'species', 'cicindela floridana')
('genus', 'cicindela', 'species', 'cicindela formosa')
('genus', 'cicindela', 'species', 'cicindela fulgida')
('genus', 'cicindela', 'species', 'cicindela hemorrhagica')
('genus', 'cicindela', 'species', 'cicindela highlandensis')
('genus', 'cicindela', 'species', 'cicindela hirticollis')
('genus', 'cicindela', 'species', 'cicindela hornii')
('genus', 'cicindela', 'species', 'cicindela latesignata')
('genus', 'cicindela', 'species', 'cicindela lengi')
('genus', 'cicindela', 'species', 'cicindela limbalis')
('genus', 'cicindela', 'species', 'cicindela limbata')
('genus', 'cicindela', 'species', 'cicindela longilabris')
('genus', 'cicindela', 'species', 'cicindela marginipennis')
('genus', 'cicindela', 'species', 'cicindela nebraskana')
('genus', 'cicindela', 'species', 'cicindela nigrior')
('genus', 'cicindela', 'species', 'cicindela nigrocoerulea')
('genus', 'cicindela', 'species', 'cicindela obsoleta')
('genus', 'cicindela', 'species', 'cicindela ocellata')
('genus', 'cicindela', 'species', 'cicindela ohlone')
('genus', 'cicindela', 'species', 'cicindela oregona')
('genus', 'cicindela', 'species', 'cicindela parowana')
('genus', 'cicindela', 'species', 'cicindela patruela')
('genus', 'cicindela', 'species', 'cicindela pimeriana')
('genus', 'cicindela', 'species', 'cicindela plutonica')
('genus', 'cicindela', 'species', 'cicindela politula')
('genus', 'cicindela', 'species', 'cicindela pugetana')
('genus', 'cicindela', 'species', 'cicindela pulchra')
('genus', 'cicindela', 'species', 'cicindela punctulata')
('genus', 'cicindela', 'species', 'cicindela purpurea')
('genus', 'cicindela', 'species', 'cicindela repanda')
('genus', 'cicindela', 'species', 'cicindela roseiventris')
('genus', 'cicindela', 'species', 'cicindela rufiventris')
('genus', 'cicindela', 'species', 'cicindela scabrosa')
('genus', 'cicindela', 'species', 'cicindela schauppii')
('genus', 'cicindela', 'species', 'cicindela scutellaris')
('genus', 'cicindela', 'species', 'cicindela sedecimpunctata')
('genus', 'cicindela', 'species', 'cicindela senilis')
('genus', 'cicindela', 'species', 'cicindela sexguttata')
('genus', 'cicindela', 'species', 'cicindela splendida')
('genus', 'cicindela', 'species', 'cicindela tenuicincta')
('genus', 'cicindela', 'species', 'cicindela tenuisignata')
('genus', 'cicindela', 'species', 'cicindela theatina')
('genus', 'cicindela', 'species', 'cicindela tranquebarica')
('genus', 'cicindela', 'species', 'cicindela trifasciata')
('genus', 'cicindela', 'species', 'cicindela waynei')
('genus', 'cicindela', 'species', 'cicindela willistoni')
('genus', 'clinidium', 'species', 'clinidium apertum')
('genus', 'clinidium', 'species', 'clinidium baldufi')
('genus', 'clivina', 'species', 'clivina acuducta')
('genus', 'clivina', 'species', 'clivina addita')
('genus', 'clivina', 'species', 'clivina alabama')
('genus', 'clivina', 'species', 'clivina americana')
('genus', 'clivina', 'species', 'clivina californica')
('genus', 'clivina', 'species', 'clivina choatei')
('genus', 'clivina', 'species', 'clivina collaris')
('genus', 'clivina', 'species', 'clivina dentipes')
('genus', 'clivina', 'species', 'clivina floridae')
('genus', 'clivina', 'species', 'clivina fossor')
('genus', 'clivina', 'species', 'clivina impressefrons')
('genus', 'clivina', 'species', 'clivina limbipennis')
('genus', 'clivina', 'species', 'clivina morio')
('genus', 'clivina', 'species', 'clivina myops')
('genus', 'clivina', 'species', 'clivina oregona')
('genus', 'clivina', 'species', 'clivina pallida')
('genus', 'clivina', 'species', 'clivina planicollis')
('genus', 'clivina', 'species', 'clivina punctigera')
('genus', 'clivina', 'species', 'clivina punctulata')
('genus', 'clivina', 'species', 'clivina rubicunda')
('genus', 'clivina', 'species', 'clivina rufa')
('genus', 'clivina', 'species', 'clivina sasajii')
('genus', 'clivina', 'species', 'clivina vespertina')
('genus', 'colliuris', 'species', 'colliuris bierigi')
('genus', 'colliuris', 'species', 'colliuris caymanensis')
('genus', 'colliuris', 'species', 'colliuris lengi')
('genus', 'colliuris', 'species', 'colliuris lioptera')
('genus', 'colliuris', 'species', 'colliuris ludoviciana')
('genus', 'colliuris', 'species', 'colliuris pensylvanica')
('genus', 'colliuris', 'species', 'colliuris pilatei')
('genus', 'colliuris', 'species', 'colliuris portoriocensis')
('genus', 'colliuris', 'species', 'colliuris rufipes')
('genus', 'colpodes', 'species', 'colpodes estriata')
('genus', 'coptocarpus', 'species', 'coptocarpus schaumi')
('genus', 'coptodera', 'species', 'coptodera aerata')
('genus', 'coptodera', 'species', 'coptodera brunnea')
('genus', 'coptodera', 'species', 'coptodera festiva')
('genus', 'coptodera', 'species', 'coptodera nitidula')
('genus', 'coptodera', 'species', 'coptodera picea')
('genus', 'cosnania', 'species', 'cosnania lengi')
('genus', 'cosnania', 'species', 'cosnania lioptera')
('genus', 'cosnania', 'species', 'cosnania pensylvanica')
('genus', 'cosnania', 'species', 'cosnania picta')
('genus', 'craspedonotus', 'species', 'craspedonotus margellanicus')
('genus', 'craspedonotus', 'species', 'craspedonotus tibialis')
('genus', 'cratacanthus', 'species', 'cratacanthus dubius')
('genus', 'cychrus', 'species', 'cychrus hemphillii')
('genus', 'cychrus', 'species', 'cychrus tuberculatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus alabamae')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus alabamensis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus alternans')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus approximatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus blatchleyi')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus brevoorti')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus constrictus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus convivus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus deceptus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus dejeanellus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus engelmani')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus faber')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus floridensis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus freitagi')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus fucatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus furtivus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus gigas')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus gravesi')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus gravidus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus hernandensis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus heros')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus hypherpiformis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus incisus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus iowensis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus iuvenis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus laevipennis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus levifaber')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus lodingi')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus macrovulum')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus nonnitens')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus ovulum')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus parafaber')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus parasodalis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus sallei')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus seximpressus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus sigillatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus sinus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus sodalis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus spoliatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus substriatus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus texensis')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus torvus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus unicolor')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus vinctus')
('genus', 'cyclotrachelus', 'species', 'cyclotrachelus whitcombi')
('genus', 'cylindera', 'species', 'cylindera celeripes')
('genus', 'cylindera', 'species', 'cylindera cursitans')
('genus', 'cylindera', 'species', 'cylindera debilis')
('genus', 'cylindera', 'species', 'cylindera lemniscata')
('genus', 'cylindera', 'species', 'cylindera lunalonga')
('genus', 'cylindera', 'species', 'cylindera suturalis')
('genus', 'cylindera', 'species', 'cylindera terricola')
('genus', 'cylindera', 'species', 'cylindera unipunctata')
('genus', 'cylindera', 'species', 'cylindera viridisticta')
('genus', 'cylindronotum', 'species', 'cylindronotum aeneum')
('genus', 'cymindis', 'species', 'cymindis abbreviata')
('genus', 'cymindis', 'species', 'cymindis americana')
('genus', 'cymindis', 'species', 'cymindis ampliata')
('genus', 'cymindis', 'species', 'cymindis arizonensis')
('genus', 'cymindis', 'species', 'cymindis atripennis')
('genus', 'cymindis', 'species', 'cymindis blanda')
('genus', 'cymindis', 'species', 'cymindis borealis')
